timestamp,memory_used_mib,utilization_gpu_pct,power_draw_w,temperature_c
2026/07/30 14:42:29.692, 24291, 59, 148.90, 37
2026/07/30 14:42:31.692, 24291, 58, 154.70, 38
2026/07/30 14:42:33.693, 24291, 58, 160.89, 38
2026/07/30 14:42:35.693, 24291, 59, 161.50, 38
2026/07/30 14:42:37.693, 24291, 59, 161.17, 38
2026/07/30 14:42:39.694, 24291, 59, 163.04, 39
2026/07/30 14:42:41.694, 24291, 59, 162.71, 39
2026/07/30 14:42:43.695, 24291, 59, 149.35, 39
2026/07/30 14:42:45.695, 24291, 64, 155.15, 39
2026/07/30 14:42:47.695, 24291, 64, 156.42, 40
2026/07/30 14:42:49.696, 24291, 65, 159.95, 40
2026/07/30 14:42:51.696, 24291, 65, 171.33, 40
2026/07/30 14:42:53.696, 24291, 66, 163.04, 40
2026/07/30 14:42:55.697, 24291, 70, 166.42, 41
2026/07/30 14:42:57.697, 24291, 70, 165.80, 41
2026/07/30 14:42:59.697, 24291, 70, 166.69, 41
2026/07/30 14:43:01.698, 24291, 64, 158.24, 41
2026/07/30 14:43:03.698, 24291, 58, 137.98, 40
2026/07/30 14:43:05.698, 24291, 63, 154.87, 41
2026/07/30 14:43:07.699, 24291, 58, 149.96, 40
2026/07/30 14:43:09.699, 24291, 57, 156.87, 40
2026/07/30 14:43:11.699, 24291, 62, 163.32, 40
2026/07/30 14:43:13.700, 24291, 58, 158.08, 40
2026/07/30 14:43:15.700, 24291, 58, 161.00, 39
2026/07/30 14:43:17.700, 24291, 58, 160.67, 39
2026/07/30 14:43:19.701, 24291, 58, 152.41, 38
2026/07/30 14:43:21.701, 24291, 58, 137.84, 38
2026/07/30 14:43:23.702, 24291, 58, 136.96, 37
2026/07/30 14:43:25.702, 24291, 58, 152.86, 37
2026/07/30 14:43:27.703, 24291, 59, 156.22, 37
2026/07/30 14:43:29.703, 24291, 59, 156.71, 36
2026/07/30 14:43:31.703, 24291, 59, 159.63, 36
2026/07/30 14:43:33.704, 24291, 59, 162.99, 36
2026/07/30 14:43:35.704, 24291, 59, 168.82, 35
2026/07/30 14:43:37.704, 24291, 59, 151.04, 35
2026/07/30 14:43:39.705, 24291, 60, 137.56, 35
2026/07/30 14:43:41.705, 24291, 63, 134.15, 35
2026/07/30 14:43:43.705, 24291, 63, 145.96, 35
2026/07/30 14:43:45.706, 24291, 63, 155.49, 35
2026/07/30 14:43:47.706, 24291, 58, 156.10, 34
2026/07/30 14:43:49.707, 24291, 57, 153.95, 34
2026/07/30 14:43:51.707, 24291, 58, 155.93, 34
2026/07/30 14:43:53.707, 24291, 58, 156.26, 34
2026/07/30 14:43:55.708, 24291, 58, 164.53, 34
2026/07/30 14:43:57.708, 24291, 57, 135.70, 34
2026/07/30 14:43:59.708, 24291, 57, 129.52, 34
2026/07/30 14:44:01.709, 24291, 58, 146.26, 34
2026/07/30 14:44:03.709, 24291, 58, 158.24, 34
2026/07/30 14:44:05.709, 24291, 58, 165.91, 34
2026/07/30 14:44:07.710, 24291, 58, 157.03, 34
2026/07/30 14:44:09.710, 24291, 58, 158.24, 34
2026/07/30 14:44:11.711, 24291, 58, 157.79, 35
2026/07/30 14:44:13.711, 24291, 58, 155.48, 35
2026/07/30 14:44:15.711, 24291, 59, 138.87, 35
2026/07/30 14:44:17.711, 24291, 59, 134.90, 35
2026/07/30 14:44:19.712, 24291, 59, 149.79, 35
2026/07/30 14:44:21.712, 24291, 59, 154.10, 35
2026/07/30 14:44:23.712, 24291, 58, 156.25, 35
2026/07/30 14:44:25.713, 24291, 59, 161.50, 36
2026/07/30 14:44:27.713, 24291, 63, 160.28, 36
2026/07/30 14:44:29.713, 24291, 58, 158.40, 36
2026/07/30 14:44:31.713, 24291, 58, 153.81, 36
2026/07/30 14:44:33.714, 24291, 58, 137.79, 36
2026/07/30 14:44:35.714, 24291, 58, 136.25, 37
2026/07/30 14:44:37.714, 24291, 57, 146.74, 37
2026/07/30 14:44:39.714, 24291, 58, 153.81, 37
2026/07/30 14:44:41.715, 24291, 58, 158.73, 37
2026/07/30 14:44:43.715, 24291, 58, 159.62, 38
2026/07/30 14:44:45.715, 24291, 58, 162.44, 38
2026/07/30 14:44:47.715, 24291, 58, 158.73, 38
2026/07/30 14:44:49.716, 24291, 58, 161.17, 38
2026/07/30 14:44:51.716, 24291, 59, 142.71, 38
2026/07/30 14:44:53.716, 24291, 58, 142.56, 39
2026/07/30 14:44:55.716, 24291, 59, 146.41, 39
2026/07/30 14:44:57.717, 24291, 59, 155.64, 39
2026/07/30 14:44:59.717, 24291, 59, 157.79, 39
2026/07/30 14:45:01.717, 24291, 65, 162.71, 40
2026/07/30 14:45:03.717, 24291, 64, 162.71, 40
2026/07/30 14:45:05.718, 24291, 61, 159.34, 40
2026/07/30 14:45:07.718, 24291, 59, 161.50, 40
2026/07/30 14:45:09.718, 24291, 64, 152.27, 40
2026/07/30 14:45:11.718, 24291, 64, 138.26, 40
2026/07/30 14:45:13.719, 24291, 64, 144.44, 41
